ticker,fold,model,M_blocks,d,n_train,n_test,r2,mae,rmse,fit_s
SPY,2021Q2,iTransformer,6,7,30000,15000,0.93391739417235,0.025189349958650586,0.04765087058135318,67.83221954100009
SPY,2021Q2,FT-Transformer,6,7,30000,15000,0.9351056457564942,0.027047331563729286,0.0472205147632506,92.81330787499974
SPY,2021Q3,MLP,6,7,30000,15000,0.7639859594206366,0.045186038144954574,0.08978255179770948,3.3114186250022613
SPY,2021Q3,LSTM,6,7,30000,15000,0.869440514656634,0.031321671015969596,0.06677705154429527,62.22497983300127
SPY,2021Q3,GRU,6,7,30000,15000,0.8919398588634458,0.0267732811287082,0.060751329962766394,58.93716858300104
SPY,2021Q3,iTransformer,6,7,30000,15000,0.8998739793984513,0.027426619852562267,0.0584785374908714,67.94109662499977
SPY,2021Q3,FT-Transformer,6,7,30000,15000,0.9151401460558687,0.02794947940817865,0.05383617109446288,93.18248716700327
SPY,2021Q4,MLP,6,7,30000,15000,0.8965647550442591,0.031562405620497946,0.06815551246868089,3.7542842919974646
SPY,2021Q4,LSTM,6,7,30000,15000,0.8995713211270822,0.027325367847404483,0.06715766516313292,62.18217354200169
SPY,2021Q4,GRU,6,7,30000,15000,0.9025320678956319,0.027048803095654488,0.0661603189249322,58.70870604100128
SPY,2021Q4,iTransformer,6,7,30000,15000,0.9153464347412356,0.025711572523104666,0.061657986847421895,68.07683233300122
SPY,2021Q4,FT-Transformer,6,7,30000,15000,0.92795208476344,0.02577296741058636,0.05688233599865238,92.64460237499952
SPY,2022Q1,MLP,6,7,30000,15000,0.8475240709917335,0.042014011868898526,0.06861828446841102,1.379009958000097
SPY,2022Q1,LSTM,6,7,30000,15000,0.8506605083029802,0.04549288651183192,0.06790887664147102,62.53612679199796
SPY,2022Q1,GRU,6,7,30000,15000,0.8479740578938268,0.04491566539329815,0.06851695652627421,58.594706790998316
SPY,2022Q1,iTransformer,6,7,30000,15000,0.8266480752324574,0.046563501281881324,0.0731650284844467,67.88821033399654
